country,indicator,date,value
Austria,Daily hospital occupancy,2020-08-28,119
Austria,Daily hospital occupancy,2020-08-29,114
Austria,Daily hospital occupancy,2020-08-30,110
Austria,Daily hospital occupancy,2020-08-31,123
Austria,Daily hospital occupancy,2020-09-01,119
Austria,Daily hospital occupancy,2020-09-02,127
Austria,Daily hospital occupancy,2020-09-03,132
Austria,Daily hospital occupancy,2020-09-04,128
Austria,Daily hospital occupancy,2020-09-05,129
Austria,Daily hospital occupancy,2020-09-06,115
Austria,Daily hospital occupancy,2020-09-07,134
Austria,Daily hospital occupancy,2020-09-08,142
Austria,Daily hospital occupancy,2020-09-09,161
Austria,Daily hospital occupancy,2020-09-10,166
Austria,Daily hospital occupancy,2020-09-11,163
Austria,Daily hospital occupancy,2020-09-12,167
Austria,Daily hospital occupancy,2020-09-13,182
Austria,Daily hospital occupancy,2020-09-14,208
Austria,Daily hospital occupancy,2020-09-15,244
Austria,Daily hospital occupancy,2020-09-16,267
Austria,Daily hospital occupancy,2020-09-17,264
Austria,Daily hospital occupancy,2020-09-18,272
Austria,Daily hospital occupancy,2020-09-19,265
Austria,Daily hospital occupancy,2020-09-20,273
Austria,Daily hospital occupancy,2020-09-21,297
Austria,Daily hospital occupancy,2020-09-22,315
Austria,Daily hospital occupancy,2020-09-23,336
Austria,Daily hospital occupancy,2020-09-24,344
Austria,Daily hospital occupancy,2020-09-25,333
Austria,Daily hospital occupancy,2020-09-26,343
Austria,Daily hospital occupancy,2020-09-27,362
Austria,Daily hospital occupancy,2020-09-28,381
Austria,Daily hospital occupancy,2020-09-29,401
Austria,Daily hospital occupancy,2020-09-30,406
Austria,Daily hospital occupancy,2020-10-01,395
Austria,Daily hospital occupancy,2020-10-02,372
Austria,Daily hospital occupancy,2020-10-03,397
Austria,Daily hospital occupancy,2020-10-04,373
Austria,Daily hospital occupancy,2020-10-05,387
Austria,Daily hospital occupancy,2020-10-06,397
Austria,Daily hospital occupancy,2020-10-07,425
Austria,Daily hospital occupancy,2020-10-08,399
Austria,Daily hospital occupancy,2020-10-09,405
Austria,Daily hospital occupancy,2020-10-10,410
Austria,Daily hospital occupancy,2020-10-11,431
Austria,Daily hospital occupancy,2020-10-12,464
Austria,Daily hospital occupancy,2020-10-13,504
Austria,Daily hospital occupancy,2020-10-14,542
Austria,Daily hospital occupancy,2020-10-15,545
Austria,Daily hospital occupancy,2020-10-16,584
Austria,Daily hospital occupancy,2020-10-17,594
Austria,Daily hospital occupancy,2020-10-18,607
Austria,Daily hospital occupancy,2020-10-19,654
Austria,Daily hospital occupancy,2020-10-20,744
Austria,Daily hospital occupancy,2020-10-21,813
Austria,Daily hospital occupancy,2020-10-22,841
Austria,Daily hospital occupancy,2020-10-23,900
Austria,Daily hospital occupancy,2020-10-24,1002
Austria,Daily hospital occupancy,2020-10-25,1051
Austria,Daily hospital occupancy,2020-10-26,1142
Austria,Daily hospital occupancy,2020-10-27,1197
Austria,Daily hospital occupancy,2020-10-28,1345
Austria,Daily hospital occupancy,2020-10-29,1444
Austria,Daily hospital occupancy,2020-10-30,1540
Austria,Daily hospital occupancy,2020-10-31,1602
Austria,Daily hospital occupancy,2020-11-01,1657
Austria,Daily hospital occupancy,2020-11-02,1825
Austria,Daily hospital occupancy,2020-11-03,2065
Austria,Daily hospital occupancy,2020-11-04,2201
Austria,Daily hospital occupancy,2020-11-05,2330
Austria,Daily hospital occupancy,2020-11-06,2504
Austria,Daily hospital occupancy,2020-11-07,2574
Austria,Daily hospital occupancy,2020-11-08,2533
Austria,Daily hospital occupancy,2020-11-09,2755
Austria,Daily hospital occupancy,2020-11-10,3054
Austria,Daily hospital occupancy,2020-11-11,3183
Austria,Daily hospital occupancy,2020-11-12,3265
Austria,Daily hospital occupancy,2020-11-13,3355
Austria,Daily hospital occupancy,2020-11-14,3425
Austria,Daily hospital occupancy,2020-11-15,3579
Austria,Daily hospital occupancy,2020-11-16,3685
Austria,Daily hospital occupancy,2020-11-17,3867
Austria,Daily hospital occupancy,2020-11-18,3910
Austria,Daily hospital occupancy,2020-11-19,3931
Austria,Daily hospital occupancy,2020-11-20,3942
Austria,Daily hospital occupancy,2020-11-21,3900
Austria,Daily hospital occupancy,2020-11-22,3775
Austria,Daily hospital occupancy,2020-11-23,3863
Austria,Daily hospital occupancy,2020-11-24,3985
Austria,Daily hospital occupancy,2020-11-25,3867
Austria,Daily hospital occupancy,2020-11-26,3756
Austria,Daily hospital occupancy,2020-11-27,3702
Austria,Daily hospital occupancy,2020-11-28,3591
Austria,Daily hospital occupancy,2020-11-29,3560
Austria,Daily hospital occupancy,2020-11-30,3639
Austria,Daily hospital occupancy,2020-12-01,3791
Austria,Daily hospital occupancy,2020-12-02,3571
Austria,Daily hospital occupancy,2020-12-03,3414
Austria,Daily hospital occupancy,2020-12-04,3338
Austria,Daily hospital occupancy,2020-12-05,3231
Austria,Daily hospital occupancy,2020-12-06,3170
Austria,Daily hospital occupancy,2020-12-07,3269
Austria,Daily hospital occupancy,2020-12-08,3308
Austria,Daily hospital occupancy,2020-12-09,3244
Austria,Daily hospital occupancy,2020-12-10,3195
Austria,Daily hospital occupancy,2020-12-11,3079
Austria,Daily hospital occupancy,2020-12-12,3008
Austria,Daily hospital occupancy,2020-12-13,2867
Austria,Daily hospital occupancy,2020-12-14,2885
Austria,Daily hospital occupancy,2020-12-15,2951
Austria,Daily hospital occupancy,2020-12-16,2862
Austria,Daily hospital occupancy,2020-12-17,2690
Austria,Daily hospital occupancy,2020-12-18,2578
Austria,Daily hospital occupancy,2020-12-19,2475
Austria,Daily hospital occupancy,2020-12-20,2412
Austria,Daily hospital occupancy,2020-12-21,2393
Austria,Daily hospital occupancy,2020-12-22,2435
Austria,Daily hospital occupancy,2020-12-23,2303
Austria,Daily hospital occupancy,2020-12-24,2203
Austria,Daily hospital occupancy,2020-12-25,2045
Austria,Daily hospital occupancy,2020-12-26,2024
Austria,Daily hospital occupancy,2020-12-27,2043
Austria,Daily hospital occupancy,2020-12-28,2089
Austria,Daily hospital occupancy,2020-12-29,2116
Austria,Daily hospital occupancy,2020-12-30,2012
Austria,Daily hospital occupancy,2020-12-31,1946
Austria,Daily hospital occupancy,2021-01-01,1858
Austria,Daily hospital occupancy,2021-01-02,1858
Austria,Daily hospital occupancy,2021-01-03,1864
Austria,Daily hospital occupancy,2021-01-04,1953
Austria,Daily hospital occupancy,2021-01-05,2033
Austria,Daily hospital occupancy,2021-01-06,2022
Austria,Daily hospital occupancy,2021-01-07,1981
Austria,Daily hospital occupancy,2021-01-08,2000
Austria,Daily hospital occupancy,2021-01-09,1957
Austria,Daily hospital occupancy,2021-01-10,1874
Austria,Daily hospital occupancy,2021-01-11,1918
Austria,Daily hospital occupancy,2021-01-12,1923
Austria,Daily hospital occupancy,2021-01-13,1825
Austria,Daily hospital occupancy,2021-01-14,1725
Austria,Daily hospital occupancy,2021-01-15,1705
Austria,Daily hospital occupancy,2021-01-16,1668
Austria,Daily hospital occupancy,2021-01-17,1635
Austria,Daily hospital occupancy,2021-01-18,1673
Austria,Daily hospital occupancy,2021-01-19,1729
Austria,Daily hospital occupancy,2021-01-20,1683
Austria,Daily hospital occupancy,2021-01-21,1606
Austria,Daily hospital occupancy,2021-01-22,1586
Austria,Daily hospital occupancy,2021-01-23,1525
Austria,Daily hospital occupancy,2021-01-24,1518
Austria,Daily hospital occupancy,2021-01-25,1548
Austria,Daily hospital occupancy,2021-01-26,1583
Austria,Daily hospital occupancy,2021-01-27,1526
Austria,Daily hospital occupancy,2021-01-28,1478
Austria,Daily hospital occupancy,2021-01-29,1428
Austria,Daily hospital occupancy,2021-01-30,1385
Austria,Daily hospital occupancy,2021-01-31,1387
Austria,Daily hospital occupancy,2021-02-01,1433
Austria,Daily hospital occupancy,2021-02-02,1429
Austria,Daily hospital occupancy,2021-02-03,1383
Austria,Daily hospital occupancy,2021-02-04,1342
Austria,Daily hospital occupancy,2021-02-05,1304
Austria,Daily hospital occupancy,2021-02-06,1289
Austria,Daily hospital occupancy,2021-02-07,1275
Austria,Daily hospital occupancy,2021-02-08,1299
Austria,Daily hospital occupancy,2021-02-09,1318
Austria,Daily hospital occupancy,2021-02-10,1262
Austria,Daily hospital occupancy,2021-02-11,1212
Austria,Daily hospital occupancy,2021-02-12,1151
Austria,Daily hospital occupancy,2021-02-13,1062
Austria,Daily hospital occupancy,2021-02-14,1056
Austria,Daily hospital occupancy,2021-02-15,1104
Austria,Daily hospital occupancy,2021-02-16,1089
Austria,Daily hospital occupancy,2021-02-17,1069
Austria,Daily hospital occupancy,2021-02-18,1027
Austria,Daily hospital occupancy,2021-02-19,1030
Austria,Daily hospital occupancy,2021-02-20,999
Austria,Daily hospital occupancy,2021-02-21,1018
Austria,Daily hospital occupancy,2021-02-22,1085
Austria,Daily hospital occupancy,2021-02-23,1077
Austria,Daily hospital occupancy,2021-02-24,1064
Austria,Daily ICU occupancy,2020-04-01,215
Austria,Daily ICU occupancy,2020-04-02,219
Austria,Daily ICU occupancy,2020-04-03,245
Austria,Daily ICU occupancy,2020-04-04,245
Austria,Daily ICU occupancy,2020-04-05,244
Austria,Daily ICU occupancy,2020-04-06,250
Austria,Daily ICU occupancy,2020-04-07,243
Austria,Daily ICU occupancy,2020-04-08,267
Austria,Daily ICU occupancy,2020-04-09,266
Austria,Daily ICU occupancy,2020-04-10,261
Austria,Daily ICU occupancy,2020-04-11,245
Austria,Daily ICU occupancy,2020-04-12,243
Austria,Daily ICU occupancy,2020-04-13,239
Austria,Daily ICU occupancy,2020-04-14,243
Austria,Daily ICU occupancy,2020-04-15,232
Austria,Daily ICU occupancy,2020-04-16,238
Austria,Daily ICU occupancy,2020-04-17,227
Austria,Daily ICU occupancy,2020-04-18,208
Austria,Daily ICU occupancy,2020-04-19,204
Austria,Daily ICU occupancy,2020-04-20,194
Austria,Daily ICU occupancy,2020-04-21,196
Austria,Daily ICU occupancy,2020-04-22,176
Austria,Daily ICU occupancy,2020-04-23,169
Austria,Daily ICU occupancy,2020-04-24,156
Austria,Daily ICU occupancy,2020-04-25,148
Austria,Daily ICU occupancy,2020-04-26,145
Austria,Daily ICU occupancy,2020-04-27,140
Austria,Daily ICU occupancy,2020-04-28,136
Austria,Daily ICU occupancy,2020-04-29,131
Austria,Daily ICU occupancy,2020-04-30,128
Austria,Daily ICU occupancy,2020-05-01,124
Austria,Daily ICU occupancy,2020-05-02,114
Austria,Daily ICU occupancy,2020-05-03,114
Austria,Daily ICU occupancy,2020-05-04,111
Austria,Daily ICU occupancy,2020-05-05,104
Austria,Daily ICU occupancy,2020-05-06,97
Austria,Daily ICU occupancy,2020-05-07,92
Austria,Daily ICU occupancy,2020-05-08,81
Austria,Daily ICU occupancy,2020-05-09,79
Austria,Daily ICU occupancy,2020-05-10,72
Austria,Daily ICU occupancy,2020-05-11,68
Austria,Daily ICU occupancy,2020-05-12,59
Austria,Daily ICU occupancy,2020-05-13,55
Austria,Daily ICU occupancy,2020-05-14,54
Austria,Daily ICU occupancy,2020-05-15,47
Austria,Daily ICU occupancy,2020-05-16,50
Austria,Daily ICU occupancy,2020-05-17,48
Austria,Daily ICU occupancy,2020-05-18,45
Austria,Daily ICU occupancy,2020-05-19,39
Austria,Daily ICU occupancy,2020-05-20,37
Austria,Daily ICU occupancy,2020-05-21,32
Austria,Daily ICU occupancy,2020-05-22,31
Austria,Daily ICU occupancy,2020-05-23,28
Austria,Daily ICU occupancy,2020-05-24,29
Austria,Daily ICU occupancy,2020-05-25,31
Austria,Daily ICU occupancy,2020-05-26,32
Austria,Daily ICU occupancy,2020-05-27,32
Austria,Daily ICU occupancy,2020-05-28,30
Austria,Daily ICU occupancy,2020-05-29,25
Austria,Daily ICU occupancy,2020-05-30,23
Austria,Daily ICU occupancy,2020-05-31,27
Austria,Daily ICU occupancy,2020-06-01,29
Austria,Daily ICU occupancy,2020-06-02,26
Austria,Daily ICU occupancy,2020-06-03,21
Austria,Daily ICU occupancy,2020-06-04,22
Austria,Daily ICU occupancy,2020-06-05,20
Austria,Daily ICU occupancy,2020-06-06,17
Austria,Daily ICU occupancy,2020-06-07,17
Austria,Daily ICU occupancy,2020-06-08,17
Austria,Daily ICU occupancy,2020-06-09,19
Austria,Daily ICU occupancy,2020-06-10,17
Austria,Daily ICU occupancy,2020-06-11,14
Austria,Daily ICU occupancy,2020-06-12,9
Austria,Daily ICU occupancy,2020-06-13,10
Austria,Daily ICU occupancy,2020-06-14,12
Austria,Daily ICU occupancy,2020-06-15,15
Austria,Daily ICU occupancy,2020-06-16,12
Austria,Daily ICU occupancy,2020-06-17,11
Austria,Daily ICU occupancy,2020-06-18,8
Austria,Daily ICU occupancy,2020-06-19,7
Austria,Daily ICU occupancy,2020-06-20,8
Austria,Daily ICU occupancy,2020-06-21,8
Austria,Daily ICU occupancy,2020-06-22,10
Austria,Daily ICU occupancy,2020-06-23,11
Austria,Daily ICU occupancy,2020-06-24,11
Austria,Daily ICU occupancy,2020-06-25,11
Austria,Daily ICU occupancy,2020-06-26,10
Austria,Daily ICU occupancy,2020-06-27,10
Austria,Daily ICU occupancy,2020-06-28,9
Austria,Daily ICU occupancy,2020-06-29,8
Austria,Daily ICU occupancy,2020-06-30,6
Austria,Daily ICU occupancy,2020-07-01,9
Austria,Daily ICU occupancy,2020-07-02,7
Austria,Daily ICU occupancy,2020-07-03,7
Austria,Daily ICU occupancy,2020-07-04,8
Austria,Daily ICU occupancy,2020-07-05,10
Austria,Daily ICU occupancy,2020-07-06,11
Austria,Daily ICU occupancy,2020-07-07,10
Austria,Daily ICU occupancy,2020-07-08,11
Austria,Daily ICU occupancy,2020-07-09,12
Austria,Daily ICU occupancy,2020-07-10,9
Austria,Daily ICU occupancy,2020-07-11,9
Austria,Daily ICU occupancy,2020-07-12,10
Austria,Daily ICU occupancy,2020-07-13,8
Austria,Daily ICU occupancy,2020-07-14,9
Austria,Daily ICU occupancy,2020-07-15,10
Austria,Daily ICU occupancy,2020-07-16,11
Austria,Daily ICU occupancy,2020-07-17,11
Austria,Daily ICU occupancy,2020-07-18,11
Austria,Daily ICU occupancy,2020-07-19,14
Austria,Daily ICU occupancy,2020-07-20,16
Austria,Daily ICU occupancy,2020-07-21,18
Austria,Daily ICU occupancy,2020-07-22,18
Austria,Daily ICU occupancy,2020-07-23,15
Austria,Daily ICU occupancy,2020-07-24,17
Austria,Daily ICU occupancy,2020-07-25,16
Austria,Daily ICU occupancy,2020-07-26,15
Austria,Daily ICU occupancy,2020-07-27,16
Austria,Daily ICU occupancy,2020-07-28,15
Austria,Daily ICU occupancy,2020-07-29,20
Austria,Daily ICU occupancy,2020-07-30,18
Austria,Daily ICU occupancy,2020-07-31,16
Austria,Daily ICU occupancy,2020-08-01,19
Austria,Daily ICU occupancy,2020-08-02,20
Austria,Daily ICU occupancy,2020-08-03,21
Austria,Daily ICU occupancy,2020-08-04,23
Austria,Daily ICU occupancy,2020-08-05,25
Austria,Daily ICU occupancy,2020-08-06,25
Austria,Daily ICU occupancy,2020-08-07,25
Austria,Daily ICU occupancy,2020-08-08,24
Austria,Daily ICU occupancy,2020-08-09,22
Austria,Daily ICU occupancy,2020-08-10,24
Austria,Daily ICU occupancy,2020-08-11,25
Austria,Daily ICU occupancy,2020-08-12,25
Austria,Daily ICU occupancy,2020-08-13,22
Austria,Daily ICU occupancy,2020-08-14,19
Austria,Daily ICU occupancy,2020-08-15,21
Austria,Daily ICU occupancy,2020-08-16,19
Austria,Daily ICU occupancy,2020-08-17,23
Austria,Daily ICU occupancy,2020-08-18,19
Austria,Daily ICU occupancy,2020-08-19,20
Austria,Daily ICU occupancy,2020-08-20,21
Austria,Daily ICU occupancy,2020-08-21,22
Austria,Daily ICU occupancy,2020-08-22,22
Austria,Daily ICU occupancy,2020-08-23,23
Austria,Daily ICU occupancy,2020-08-24,23
Austria,Daily ICU occupancy,2020-08-25,23
Austria,Daily ICU occupancy,2020-08-26,23
Austria,Daily ICU occupancy,2020-08-27,24
Austria,Daily ICU occupancy,2020-08-28,27
Austria,Daily ICU occupancy,2020-08-29,30
Austria,Daily ICU occupancy,2020-08-30,30
Austria,Daily ICU occupancy,2020-08-31,31
Austria,Daily ICU occupancy,2020-09-01,30
Austria,Daily ICU occupancy,2020-09-02,30
Austria,Daily ICU occupancy,2020-09-03,29
Austria,Daily ICU occupancy,2020-09-04,28
Austria,Daily ICU occupancy,2020-09-05,28
Austria,Daily ICU occupancy,2020-09-06,28
Austria,Daily ICU occupancy,2020-09-07,29
Austria,Daily ICU occupancy,2020-09-08,28
Austria,Daily ICU occupancy,2020-09-09,36
Austria,Daily ICU occupancy,2020-09-10,39
Austria,Daily ICU occupancy,2020-09-11,41
Austria,Daily ICU occupancy,2020-09-12,42
Austria,Daily ICU occupancy,2020-09-13,44
Austria,Daily ICU occupancy,2020-09-14,47
Austria,Daily ICU occupancy,2020-09-15,49
Austria,Daily ICU occupancy,2020-09-16,54
Austria,Daily ICU occupancy,2020-09-17,55
Austria,Daily ICU occupancy,2020-09-18,62
Austria,Daily ICU occupancy,2020-09-19,84
Austria,Daily ICU occupancy,2020-09-20,68
Austria,Daily ICU occupancy,2020-09-21,67
Austria,Daily ICU occupancy,2020-09-22,75
Austria,Daily ICU occupancy,2020-09-23,77
Austria,Daily ICU occupancy,2020-09-24,78
Austria,Daily ICU occupancy,2020-09-25,78
Austria,Daily ICU occupancy,2020-09-26,80
Austria,Daily ICU occupancy,2020-09-27,84
Austria,Daily ICU occupancy,2020-09-28,88
Austria,Daily ICU occupancy,2020-09-29,90
Austria,Daily ICU occupancy,2020-09-30,90
Austria,Daily ICU occupancy,2020-10-01,98
Austria,Daily ICU occupancy,2020-10-02,100
Austria,Daily ICU occupancy,2020-10-03,97
Austria,Daily ICU occupancy,2020-10-04,103
Austria,Daily ICU occupancy,2020-10-05,101
Austria,Daily ICU occupancy,2020-10-06,101
Austria,Daily ICU occupancy,2020-10-07,100
Austria,Daily ICU occupancy,2020-10-08,107
Austria,Daily ICU occupancy,2020-10-09,103
Austria,Daily ICU occupancy,2020-10-10,99
Austria,Daily ICU occupancy,2020-10-11,96
Austria,Daily ICU occupancy,2020-10-12,97
Austria,Daily ICU occupancy,2020-10-13,107
Austria,Daily ICU occupancy,2020-10-14,112
Austria,Daily ICU occupancy,2020-10-15,119
Austria,Daily ICU occupancy,2020-10-16,122
Austria,Daily ICU occupancy,2020-10-17,130
Austria,Daily ICU occupancy,2020-10-18,135
Austria,Daily ICU occupancy,2020-10-19,145
Austria,Daily ICU occupancy,2020-10-20,145
Austria,Daily ICU occupancy,2020-10-21,147
Austria,Daily ICU occupancy,2020-10-22,161
Austria,Daily ICU occupancy,2020-10-23,158
Austria,Daily ICU occupancy,2020-10-24,175
Austria,Daily ICU occupancy,2020-10-25,174
Austria,Daily ICU occupancy,2020-10-26,188
Austria,Daily ICU occupancy,2020-10-27,203
Austria,Daily ICU occupancy,2020-10-28,224
Austria,Daily ICU occupancy,2020-10-29,248
Austria,Daily ICU occupancy,2020-10-30,263
Austria,Daily ICU occupancy,2020-10-31,265
Austria,Daily ICU occupancy,2020-11-01,291
Austria,Daily ICU occupancy,2020-11-02,336
Austria,Daily ICU occupancy,2020-11-03,366
Austria,Daily ICU occupancy,2020-11-04,383
Austria,Daily ICU occupancy,2020-11-05,407
Austria,Daily ICU occupancy,2020-11-06,431
Austria,Daily ICU occupancy,2020-11-07,432
Austria,Daily ICU occupancy,2020-11-08,459
Austria,Daily ICU occupancy,2020-11-09,473
Austria,Daily ICU occupancy,2020-11-10,495
Austria,Daily ICU occupancy,2020-11-11,536
Austria,Daily ICU occupancy,2020-11-12,546
Austria,Daily ICU occupancy,2020-11-13,567
Austria,Daily ICU occupancy,2020-11-14,581
Austria,Daily ICU occupancy,2020-11-15,599
Austria,Daily ICU occupancy,2020-11-16,612
Austria,Daily ICU occupancy,2020-11-17,658
Austria,Daily ICU occupancy,2020-11-18,682
Austria,Daily ICU occupancy,2020-11-19,683
Austria,Daily ICU occupancy,2020-11-20,687
Austria,Daily ICU occupancy,2020-11-21,697
Austria,Daily ICU occupancy,2020-11-22,683
Austria,Daily ICU occupancy,2020-11-23,685
Austria,Daily ICU occupancy,2020-11-24,704
Austria,Daily ICU occupancy,2020-11-25,709
Austria,Daily ICU occupancy,2020-11-26,705
Austria,Daily ICU occupancy,2020-11-27,703
Austria,Daily ICU occupancy,2020-11-28,688
Austria,Daily ICU occupancy,2020-11-29,691
Austria,Daily ICU occupancy,2020-11-30,701
Austria,Daily ICU occupancy,2020-12-01,691
Austria,Daily ICU occupancy,2020-12-02,674
Austria,Daily ICU occupancy,2020-12-03,668
